IRSZ;nev;utotag;ker
1173;Földműves;utca;XVII
1097;Földváry;utca;IX
1183;Földváry;utca;XVIII
1191;Földváry;utca;XIX
1056;Fővám;tér;V
1093;Fővám;tér;IX
1138;Föveny;utca;XIII
1115;Fraknó;tér;XI
1115;Fraknó;utca;XI
1119;Fraknó;utca;XI
1143;Francia;út;XIV
1146;Francia;út;XIV
1222;Franciska;utca;XXII
1044;Frangepán;utca;IV
1135;Frangepán;utca;XIII
1139;Frangepán;utca;XIII
1183;Frangepán;utca;XVIII
1192;Frangepán;utca;XIX
1201;Frangepán;utca;XX
1204;Frangepán;utca;XX
1211;Frangepán;utca;XXI
1135;Frangepán;köz;XIII
1237;Frangepán;köz;XXIII
1023;Frankel Leó;út;II
1027;Frankel Leó;út;II
1113;Frankfurt;sétány;XI
1118;Frankhegy;utca;XI
1015;Franklin;utca;I
1149;Fráter György;tér;XIV
1149;Fráter György;utca;XIV
1149;Fráter György;köz;XIV
1185;Fráter Lóránt;utca;XVIII
1171;Frézia;utca;XVII
1039;Frigyes;utca;III
1098;Friss;utca;IX
1174;Fuchs-szőlő;utca;XVII
1026;Fullánk;utca;II
1164;Furmint;utca;XVI
1021;Furulya;utca;II
1131;Futár;utca;XIII
1046;Futó;utca;IV
1082;Futó;utca;VIII
1165;Futórózsa;utca;XVI
1121;Futrinka;utca;XII
1163;Fuvallat;utca;XVI
1171;Fuvaros;utca;XVII
1028;Fuvola;utca;II
1224;Fű;utca;XXII
1022;Füge;utca;II
1214;Fügefa;utca;XXI
1113;Függetlenségi;park;XI
1171;Függőcinege;utca;XVII
1047;Fülek;utca;IV
1185;Fülek;utca;XVIII
1097;Füleki;utca;IX
1097;Füleki;köz;IX
1121;Fülemile;út;XII
1213;Fülemile;utca;XXI
1222;Fülesbagoly;utca;XXII
1112;Fülőke;utca;XI
1173;Fülöpháza;utca;XVII
1173;Fülöpszállás;utca;XVII
1038;Fürdő;utca;III
1213;Fürdő;utca;XXI
1164;Fürdőhely;utca;XVI
1144;Füredi;tér;XIV
1144;Füredi;utca;XIV
1213;Füredi;út;XXI
1144;Füredi;park;XIV
1147;Fűrész;utca;XIV
1142;Fűrész;köz;XIV
1162;Fürge;utca;XVI
1124;Fürj;utca;XII
1213;Fürjes;utca;XXI
1119;Fürt;utca;XI
1223;Fürtös;utca;XXII
1039;Füst Milán;utca;III
1173;Füstifecske;utca;XVII
1224;Füstike;utca;XXII
1183;Fűszer;utca;XVIII
1183;Fűtő;utca;XVIII
1225;Füttyös;utca;XXII
1213;Füves;utca;XXI
1083;Füvészkert;utca;VIII
1108;Fűz;utca;X
1213;Fűz;utca;XXI
1102;Füzér;utca;X
1202;Füzes;köz;XX
1171;Füzesabony;utca;XVII
1044;Fűzfa;utca;IV
1239;Fűzfa;köz;XXIII
1238;Fűzfás;utca;XXIII
1145;Fűzfő;utca;XIV
1222;Füzike;utca;XXII
1171;Fűzkút;utca;XVII
1122;Gaál József;út;XII
1089;Gaál Mózes;utca;VIII
1095;Gabona;utca;IX
1164;Gabonaszem;utca;XVI
1203;Gábor;utca;XX
1026;Gábor Áron;utca;II
1154;Gábor Áron;utca;XV
1165;Gábor Áron;utca;XVI
1182;Gábor Áron;utca;XVIII
1026;Gábor Áron;köz;II
1117;Gábor Dénes;utca;XI
1041;Gábor Ignác;park;IV
1043;Gábor László;utca;IV
1138;Gács;utca;XIII
1222;Gádor;utca;XXII
1182;Gádoros;utca;XVIII
1214;Gál ispán;utca;XXI
1036;Galagonya;utca;III
1052;Galamb;utca;V
1182;Galamb;utca;XVIII
1221;Galamb;utca;XXII
1117;Galambóc;utca;XI
1126;Galántai;utca;XII
1016;Galeotti;utca;I
1224;Galga;utca;XXII
1163;Galgahévíz;utca;XVI
1152;Galgó;utca;XV
1125;Galgóczy;utca;XII
1125;Galgóczy;köz;XII
1163;Gálic;utca;XVI
1028;Galóca;utca;II
1048;Galopp;utca;IV
1117;Galvani;utca;XI
1093;Gálya;utca;IX
1027;Ganz;utca;II
1027;Ganz;köz;II
1182;Ganz Ábrahám;utca;XVIII
1044;Garam;utca;IV
1133;Garam;utca;XIII
1183;Garam;utca;XVIII
1224;Garam;utca;XXII
1029;Garamvölgyi;utca;II
1026;Garas;utca;II
1163;Garat;utca;XVI
1039;Garay;utca;III
1044;Garay;utca;IV
1076;Garay;tér;VII
1076;Garay;utca;VII
1182;Garay;utca;XVIII
1192;Garay;köz;XIX
1212;Garay László;utca;XXI
1194;Garázs;utca;XIX
1163;Gárda;utca;XVI
1047;Gárdi Jenő;utca;IV
1222;Gárdonyi;utca;XXII
1111;Gárdonyi;tér;XI
1026;Gárdonyi Géza;út;II
1044;Gárdonyi Géza;utca;IV
1183;Gárdonyi Géza;utca;XVIII
1193;Gárdonyi Géza;utca;XIX
1054;Garibaldi;utca;V
1054;Garibaldi;köz;V
1164;Garmada;utca;XVI
1161;Gáspár;utca;XVI
1162;Gáspár;utca;XVI
1095;Gát;utca;IX
1095;Gát;sétány;IX
1172;Gátfutó;utca;XVII
1028;Gazda;utca;II
1112;Gazdagréti;út;XI
1118;Gazdagréti;tér;XI
1154;Gazdálkodó;út;XV
1164;Gazdaság;út;XVI
1039;Gazella;utca;III
1211;Gáz;utca;XXI
1031;Gázgyár;utca;III
1081;Gázláng;utca;VIII
1171;Gázló;utca;XVII
1171;Gázló;köz;XVII
1124;Gébics;utca;XII
1173;Géczi József;utca;XVII
1042;Geduly;utca;IV
1032;Gelléri Andor Endre;utca;III
1192;Gellért;utca;XIX
1016;Gellérthegy;utca;I
1107;Gém;utca;X
1224;Gemenc;utca;XXII
1029;Gémes;utca;II
1048;Gémes József;utca;IV
1037;Gémeskút;utca;III
1164;Georgina;utca;XVI
1101;Gép;utca;X
1116;Gépész;utca;XI
1116;Gépész;köz;XI
1211;Gépgyár;utca;XXI
1106;Gépmadár;utca;X
1106;Gépmadár;park;X
1028;Gerbera;utca;II
1121;Gereben;utca;XII
1223;Gereblye;utca;XXII
1028;Gercse;utca;II
1171;Gerecsehida;utca;XVII
1183;Gerely;utca;XVIII
1171;Gerencsér;utca;XVII
1238;Gerenda;utca;XXIII
1163;Gerenda;utca;XVI
1119;Gerezd;utca;XI
1103;Gergely;utca;X
1105;Gergely;utca;X
1136;Gergely Győző;utca;XIII
1158;Gergő;utca;XV
1221;Gerinc;utca;XXII
1213;Gerle;utca;XXI
1222;Gerlice;utca;XXII
1052;Gerlóczy;utca;V
1023;Germanus Gyula;park;II
1147;Gervay;utca;XIV
1164;Gesztenye;utca;XVI
1028;Gesztenyefa;utca;II
1188;Gesztenye;utca;XVIII
1124;Gesztenyés;kert;XII
1213;Gesztenyés;utca;XXI
1038;Géza;utca;III
1165;Géza;utca;XVI
1192;Géza;utca;XIX
1203;Géza;utca;XX
1223;Géza;utca;XXII
1151;Géza fejedelem;tér;XV
1029;Géza fejedelem;útja;II
1221;Gézavár;utca;XXII
1165;Gida;utca;XVI
1134;Gidófalvy Lajos;utca;XIII
1181;Gilice;tér;XVIII
1182;Gilice;tér;XVIII
1186;Gilice;tér;XVIII
1183;Gilvánfa;utca;XVIII
1125;Gím;utca;XII
1015;Gimnázium;utca;I
1105;Gitár;utca;X
1106;Gitár;utca;X
1095;Gizella;sétány;IX
1143;Gizella;út;XIV
1165;Gizella;tér;XVI
1031;Gladiátor;utca;III
1125;Glatz Oszkár;utca;XII
1025;Glück Frigyes;út;II
1037;Góbé;utca;III
1133;Gogol;utca;XIII
1117;Goldmann György;tér;XI
1122;Goldmark Károly;utca;XII
1121;Golfpálya;út;XII
1028;Golfütő;utca;II
1089;Golgota;tér;VIII
1089;Golgota;út;VIII
1203;Gólya;utca;XX
1213;Gólyahír;utca;XXI
1174;Golyófogó;utca;XVII
1192;Gomb;utca;XIX
1025;Gomba;utca;II
1213;Gombás;utca;XXI
1239;Gombkötő;utca;XXIII
1118;Gombócz Zoltán;utca;XI
1171;Gombosi;utca;XVII
1238;Gombosszeg;utca;XXIII
1238;Gombosszeg;köz;XXIII
1222;Gond;utca;XXII
1163;Gondnok;utca;XVI
1213;Gondolás;utca;XXI
1163;Gordonka;utca;XVI
1163;Gordonka;köz;XVI
1183;Gorkij;utca;XVIII
1186;Goroszló;utca;XVIII
1194;Gosztonyi Lajos;utca;XIX
1172;Gózon Gyula;utca;XVII
1171;Göcsej;utca;XVII
1141;Gödöllői;utca;XIV
1164;Gödölye;utca;XVI
1181;Gödör;tér;XVIII
1184;Gölle;utca;XVIII
1037;Gölöncsér;utca;III
1139;Gömb;utca;XIII
1185;Gömbakác;utca;XVIII
1223;Gömböc;utca;XXII
1171;Gömbvirág;utca;XVII
1185;Gömör;utca;XVIII
1131;Göncöl;utca;XIII
1093;Gönczy Pál;utca;IX
1172;Göndör;utca;XVII
1112;Görbe;utca;XI
1221;Görgény;utca;XXII
1025;Görgényi;út;II
1224;Görgey;utca;XXII
1041;Görgey Artúr;utca;IV
1042;Görgey Artúr;utca;IV
1046;Görgey Artúr;utca;IV
1212;Görgey Artúr;tér;XXI
1222;Görög;utca;XXII
1171;Görögszállás;utca;XVII
1171;Görömböly;utca;XVII
1173;Göröngyös;utca;XVII
1213;Gőz;utca;XXI
1214;Gőz;utca;XXI
1237;Gőzhajó;dűlő;XXIII
1095;Gőzmalom;utca;IX
1108;Gőzmozdony;utca;X
1172;Gőzös;utca;XVII
1108;Grafit;utca;X
1106;Gránátos;utca;X
1012;Gránit;lépcső;I
1194;Gránit;köz;XIX
1238;Grassalkovich;út;XXIII
1239;Grassalkovich;út;XXIII
1095;Gregersen;körönd;IX
1123;Greguss;utca;XII
1046;Gróf Esterházy János;tér;IV
1163;Grúz;utca;XVI
1097;Gubacsi;út;IX
1151;Gubó;utca;XV
1037;Guckler Károly;út;III
1031;Gúla;utca;III
1039;Gulácsy Lajos;utca;III
1182;Gulipán;utca;XVIII
1183;Gulner Gyula;utca;XVIII
1112;Gulyás;utca;XI
1112;Gulyás;köz;XI
1108;Gumigyár;utca;X
1163;Gumó;utca;XVI
1146;Gundel Károly;út;XIV
1112;Gurgolya;utca;XI
1112;Guruló;köz;XI
1161;Gusztáv;utca;XVI
1162;Gusztáv;utca;XVI
1088;Gutenberg;tér;VIII
1163;Gutenberg;utca;XVI
1192;Gutenberg;körút;XIX
1103;Gutor;tér;X
1103;Gutor;utca;X
1026;Guyon;köz;II
1026;Guyon Richárd;utca;II
1163;Guzsaly;utca;XVI
1023;Gül Baba;utca;II
1144;Gvadányi;utca;XIV
1106;Gyakorló;utca;X
1106;Gyakorló;köz;X
1097;Gyáli;út;IX
1108;Gyalog;utca;X
1028;Gyalogos;köz;II
1158;Gyám;utca;XV
1142;Gyanafalva;utca;XIV
1038;Gyanta;utca;III
1045;Gyapjúszövő;köz;IV
1116;Gyapot;utca;XI
1221;Gyár;utca;XXII
1223;Gyárfás Jenő;utca;XXII
1239;Gyár;köz;XXIII
1145;Gyarmat;utca;XIV
1147;Gyarmat;utca;XIV
1147;Gyarmat;köz;XIV
1182;Gyékény;tér;XVIII
1238;Gyékény;utca;XXIII
1116;Gyékényes;utca;XI
1163;Gyémánt;utca;XVI
1174;Gyémántkoszorú;köz;XVII
1021;Gyémántos;lépcső;II
1032;Gyenes;utca;III
1223;Gyep;tér;XXII
1038;Gyepes;utca;III
1222;Gyeplő;utca;XXII
1171;Gyeplős;utca;XVII
1211;Gyepsor;utca;XXI
1224;Gyepű;utca;XXII
1026;Gyergyó;utca;II
1182;Gyergyó;utca;XVIII
1173;Gyergyóalfalu;utca;XVII
1173;Gyergyóditró;utca;XVII
1213;Gyergyói;utca;XXI
1173;Gyergyóremete;utca;XVII
1173;Gyergyószentmiklós;utca;XVII
1119;Gyergyótölgyes;utca;XI
1173;Gyergyóújfalu;utca;XVII
1131;Gyermek;tér;XIII
1044;Gyertyaláng;köz;IV
1044;Gyertyaláng;utca;IV
1146;Gyertyán;utca;XIV
1142;Gyetva;utca;XIV
1037;Gyík;utca;III
1029;Gyíkfű;utca;II
1126;Gyimes;utca;XII
1112;Gyimesbükk;utca;XI
1213;Gyimesi;út;XXI
1122;Gyógyfű;utca;XII
1037;Gyógyszergyár;utca;III
1106;Gyógyszergyári;utca;X
1112;Gyógyvíz;utca;XI
1171;Gyolcsrét;utca;XVII
1116;Gyoma;utca;XI
1027;Gyóni Géza;tér;II
1028;Gyopár;utca;II
1213;Gyopáros;utca;XXI
1011;Gyorskocsi;utca;I
1027;Gyorskocsi;utca;II
1173;Gyökér;köz;XVII
1173;Gyökér;utca;XVII
1213;Gyömbér;utca;XXI
1183;Gyömrői;út;XVIII
1103;Gyömrői;út;X
1183;Gyömrői;út;XVIII
1182;Gyöngyfa;utca;XVIII
1171;Gyöngyfüzér;utca;XVII
1163;Gyöngyhalász;utca;XVI
1132;Gyöngyház;utca;XIII
1101;Gyöngyike;utca;X
1131;Gyöngyösi;utca;XIII
1138;Gyöngyösi;utca;XIII
1138;Gyöngyösi;sétány;XIII
1188;Gyöngyperje;utca;XVIII
1037;Gyöngysor;utca;III
1223;Gyöngyszem;utca;XXII
1172;Gyöngytyúk;utca;XVII
1029;Gyöngyvér;utca;II
1183;Gyöngyvirág;utca;XVIII
1184;Gyöngyvirág;utca;XVIII
1028;Gyöngyvirág;utca;II
1038;Gyöngyvirág;utca;III
1125;Gyöngyvirág;út;XII
1188;Gyöngyvirágos;utca;XVIII
1213;Gyöngyvirágos;út;XXI
1194;Györffy István;tér;XIX
1161;György;utca;XVI
1162;György;utca;XVI
1221;György;utca;XXII
1125;György Aladár;utca;XII
1123;Győri;út;XII
1192;Győri Ottmár;tér;XIX
1113;Györök;utca;XI
1089;Györffy István;utca;VIII
1151;Győzelem;utca;XV
1012;Győző;utca;I
1151;Győztes;utca;XV
1222;Gyufa;utca;XXII
1016;Gyula;utca;I
1039;Gyula;utca;III
1103;Gyula;utca;X
1118;Gyula;utca;XI
1165;Gyula;utca;XVI
1183;Gyula;utca;XVIII
1223;Gyula vezér;út;XXII
1223;Gyula vezér;lépcső;XXII
1182;Gyulafehérvár;utca;XVIII
1161;Gyulafehérvári;utca;XVI
1046;Gyulai;tér;IV
1029;Gyulai Pál;utca;II
1085;Gyulai Pál;utca;VIII
1173;Gyurgyalag;utca;XVII
1139;Gyutacs;utca;XIII
1225;Gyümölcs;utca;XXII
1039;Gyűrű;utca;III
1222;Gyűszű;utca;XXII
1165;Gyűszűvirág;utca;XVI
1125;Hableány;utca;XII
1119;Hadak;útja;XI
1119;Hadak;tere;XI
1125;Hadik András;utca;XII
1013;Hadnagy;utca;I
1039;Hadrianus;utca;III
1152;Hagyma;utca;XV
1014;Hajadon;utca;I
1131;Hajdú;köz;XIII
1139;Hajdú;utca;XIII
1173;Hajdúcsárda;utca;XVII
1221;Hajlat;utca;XXII
1107;Hajlék;utca;X
1031;Hajlékos;utca;III
1048;Hajló;utca;IV
1041;Hajnal;utca;IV
1042;Hajnal;utca;IV
1045;Hajnal;utca;IV
1222;Hajnal;utca;XXII
1185;Hajnalcsillag;utca;XVIII
1121;Hajnalka;utca;XII
1122;Hajnóczy József;utca;XII
1221;Hajó;utca;XXII
1095;Hajóállomás;utca;IX
1033;Hajógyár;utca;III
1138;Hajókovács;utca;XIII
1238;Hajómalom;utca;XXIII
1224;Hajómalom;utca;XXII
1065;Hajós;utca;VI
1213;Hajós;utca;XXI
1007;Hajós Alfréd;sétány;Margitsziget
1119;Hajtány;sor;XI
1112;Hajtás;utca;XI
1142;Hajtsár;út;XIV
1183;Haladás;utca;XVIII
1106;Halas;utca;X
1039;Halastó;utca;III
1015;Halász;bástya;I
1011;Halász;utca;I
1039;Halász Gábor;utca;III
1223;Halászsas;utca;XXII
1212;Halásztelek;utca;XXI
1223;Halk;utca;XXII
1091;Haller;utca;IX
1096;Haller;utca;IX
1095;Haller János;kapu;IX
1115;Halmi;utca;XI
1119;Halmi;utca;XI
1239;Háló;utca;XXIII
1102;Halom;utca;X
1105;Halom;utca;X
1221;Halom;utca;XXII
1105;Halom;köz;X
1182;Halomegyházi;utca;XVIII
1182;Halomegyházi;köz;XVIII
1182;Halomi;út;XVIII
1225;Halpénz;utca;XXII
1162;Hámfa;utca;XVI
1194;Hamu;utca;XIX
1191;Hamvas;utca;XIX
1033;Hamvas Béla;sétány;III
1113;Hamzsabégi;út;XI
1114;Hamzsabégi;út;XI
1117;Hamzsabégi;út;XI
1238;Háncs;utca;XXIII
1149;Handzsár;utca;XIV
1108;Hang;utca;X
1038;Hanga;köz;III
1103;Hangár;utca;X
1183;Hangár;utca;XVIII
1162;Hangos;tér;XVI
1162;Hangos;utca;XVI
1165;Hangulat;utca;XVI
1121;Hangya;lépcső;XII
1121;Hangya;utca;XII
1022;Hankóczy Jenő;utca;II
1223;Hanna;utca;XXII
1223;Hant;utca;XXII
1173;Hantmadár;utca;XVII
1033;Harang;utca;III
1106;Harangláb;utca;X
1225;Harangozó;utca;XXII
1026;Harangvirág;utca;II
1121;Harangvölgyi;út;XII
1037;Haránt;utca;III
1037;Haránt;köz;III
1118;Haraszt;utca;XI
1239;Haraszti;út;XXIII
1118;Harasztos;út;XI
1113;Harcos;tér;XI
1113;Harcos;utca;XI
1023;Harcsa;utca;II
1212;Hardi Miklós;utca;XXI
1044;Hárfa;utca;IV
1046;Hárfa;utca;IV
1116;Hárfa;utca;XI
1026;Hargita;utca;II
1048;Hargita;utca;IV
1182;Hargita;tér;XVIII
1201;Hargita;utca;XX
1101;Hargita;sétány;X
1052;Haris;köz;V
1016;Harkály;utca;I
1037;Hármashatárhegyi;út;III
1102;Harmat;utca;X
1104;Harmat;utca;X
1105;Harmat;utca;X
1108;Harmat;utca;X
1105;Harmat;köz;X
1028;Harmatcsepp;utca;II
1213;Harmatos;utca;XXI
1051;Harmincad;utca;V
1082;Harminckettesek;tere;VIII
1086;Harminckettesek;tere;VIII
1239;Harmónia;utca;XXIII
1172;Háromdobos;utca;XVII
1183;Háromház;utca;XVIII
1112;Háromszék;utca;XI
1118;Háromszék;utca;XI
1194;Háromszék;utca;XIX
1205;Háromszék;utca;XX
1213;Háromszék;utca;XXI
1162;Háromszéki;utca;XVI
1182;Háromszéki;utca;XVIII
1222;Háros;utca;XXII
1223;Hárosi-Duna;part;XXII
1033;Harrer Pál;utca;III
1194;Hárs;utca;XIX
1029;Hársalja;utca;II
1151;Harsányi Kálmán;utca;XV
1213;Hársas;utca;XXI
1074;Hársfa;utca;VII
1162;Hársfa;utca;XVI
1184;Hársfa;utca;XVIII
1225;Hársfa;utca;XXII
1203;Hársfa;sétány;XX
1021;Hársfavirág;utca;II
1161;Hársfavirág;utca;XVI
1021;Hárshegyi;út;II
1021;Hárshegyi;körút;II
1165;Hárskút;utca;XVI
1106;Hárslevelű;utca;X
1118;Hársmajor;utca;XI
1172;Harsona;utca;XVII
1112;Harta;utca;XI
1172;Hártya;utca;XVII
1157;Hartyán;köz;XV
1039;Hasáb;köz;III
1221;Hasadék;utca;XXII
1029;Határ;utca;II
1038;Határ;út;III
1097;Határ;út;IX
1188;Határ;utca;XVIII
1192;Határ;út;XIX
1203;Határ;út;XX
1205;Határ;út;XX
1212;Határ;utca;XXI
1213;Határ;utca;XXI
1173;Határmalom;utca;XVII
1122;Határőr;út;XII
1106;Hatház;utca;X
1202;Hátszeg;utca;XX
1015;Hattyú;utca;I
1201;Hatvani;utca;XX
1039;Hatvany Lajos;utca;III
1117;Hauszmann Alajos;utca;XI
1181;Havanna;utca;XVIII
1056;Havas;utca;V
1105;Havas Ignác;utca;X
1163;Havashalom;utca;XVI
1046;Házy Erzsébet;sétány;IV
1238;Házhajó;utca;XXIII
1239;Házikert;utca;XXIII
1026;Házmán;utca;II
1037;Hedvig;utca;III
1061;Hegedű;utca;VI
1013;Hegedűs;köz;I
1133;Hegedűs Gyula;utca;XIII
1136;Hegedűs Gyula;utca;XIII
1038;Hegesztő;utca;III
1038;Hegy;utca;III
1171;Hegyalatti;utca;XVII
1016;Hegyalja;út;I
1038;Hegyalja;utca;III
1112;Hegyalja;út;XI
1118;Hegyalja;út;XI
1124;Hegyalja;út;XII
1221;Hegybíró;utca;XXII
1038;Hegycsúcs;utca;III
1118;Hegyes;utca;XI
1116;Hegyeshalom;utca;XI
1222;Hegyfok;köz;XII
1222;Hegyfok;utca;XXII
1121;Hegyhát;lépcső;XII
1121;Hegyhát;út;XII
1026;Hegyi;utca;II
1188;Hegyikristály;utca;XVIII
1038;Hegyláb;utca;III
1038;Hegymászó;utca;III
1037;Hegyoldal;utca;III
1112;Hegytető;utca;XI
1021;Heinrich István;utca;II
1222;Héja;utca;XXII
1147;Hejő;utca;XIV
1172;Hektár;utca;XVII
1174;Helikopter;út;XVII
1165;Helka;utca;XVI
1201;Helsinki;út;XX
1203;Helsinki;út;XX
1238;Helsinki;út;XXIII
1172;Heltai;tér;XVII
1172;Heltai;köz;XVII
1031;Heltai Ferenc;utca;III
1172;Heltai Gáspár;utca;XVII
1039;Heltai Jenő;tér;III
1095;Helyi kikötő;út;IX
1172;Hencida;utca;XVII
1027;Henger;utca;II
1214;Hengerész;utca;XXI
1117;Hengermalom;út;XI
1119;Hengermalom;út;XI
1117;Hengermalom;köz;XI
1184;Hengermű;utca;XVIII
1184;Hengersor;utca;XVIII
1117;Henryk Slawik;rakpart;XI
1053;Henszlmann Imre;utca;V
1097;Hentes;utca;IX
1051;Hercegprímás;utca;V
1116;Herend;utca;XI
1038;Herhoff György;utca;III
1112;Hérics;utca;XI
1033;Herkules;utca;III
1112;Hermánd;utca;XI
1022;Herman Ottó;út;II
1026;Herman Ottó;út;II
1215;Hermelin;köz;XXI
1146;Hermina;út;XIV
1162;Hermina;út;XVI
1078;Hernád;utca;VII
1182;Herrich Károly;tér;XVIII
1126;Hertelendy;utca;XII
1136;Herzen;utca;XIII
1077;Herzl Tivadar;park;VII
1014;Hess András;tér;I
1112;Hetény;utca;XI
1031;Héthalom;utca;III
1182;Hét vezér;tér;XVIII
1164;Hétvezér;utca;XVI
1141;Heveder;utca;XIV
1106;Heves;utca;X
1077;Hevesi Sándor;tér;VII
1117;Hevesy György;út;XI
1033;Hévízi;út;III
1221;Híd;utca;XXII
1107;Hidas;köz;X
1172;Hidasnémeti;utca;XVII
1026;Hidász;utca;II
1028;Hideg;utca;II
1028;Hidegkúti;út;II
1037;Hidegkuti Nándor;utca;III
1095;Hídépítő;utca;IX
1033;Hídfő;utca;III
1041;Hídláb;utca;IV
1115;Hídvég;utca;XI
1118;Higany;utca;XI
1051;Hild;tér;V
1165;Hilda;utca;XVI
1029;Hímes;utca;II
1182;Hímesháza;utca;XVIII
1114;Himfy;utca;XI
1118;Himfy;utca;XI
1039;Hímző;utca;III
1213;Hínár;utca;XXI
1201;Hinta;tér;XX
1238;Hintó;utca;XXIII
1221;Hír;utca;XXII
1116;Híradó;utca;XI
1029;Hírnök;utca;II
1205;Hitel Márton;utca;XX
1221;Hittérítő;köz;XXII
1221;Hittérítő;út;XXII
1107;Hízlaló;tér;X
1121;Hó;utca;XII
1173;Hóbagoly;utca;XVII
1082;Hock János;utca;VIII
1213;Hód;utca;XXI
1163;Hófehérke;utca;XVI
1195;Hofherr Albert;utca;XIX
1194;Hofherr Albert;utca;XIX
1039;Hold;utca;III
1054;Hold;utca;V
1238;Hold;utca;XXIII
1163;Holdfény;utca;XVI
1171;Holdsugár;utca;XVII
1118;Holdvilág;utca;XI
1141;Holics;utca;XIV
1136;Hollán Ernő;utca;XIII
1213;Hollandi;út;XXI
1222;Hollandi;utca;XXII
1075;Holló;utca;VII
1183;Holló Lajos;utca;XVIII
1103;Hollóháza;utca;X
1113;Hollókő;utca;XI
1121;Hollós;út;XII
1213;Hollós;utca;XXI
1039;Hollós Korvin Lajos;utca;III
1126;Hollósy Simon;utca;XII
1221;Hómező;utca;XXII
1081;Homok;utca;VIII
1161;Homokdomb;utca;XVI
1174;Homokiszőlő;dűlőút;XVII
1239;Homokkúp;utca;XXIII
1237;Homokliliom;utca;XXIII
1029;Homokóra;utca;II
1238;Homokszem;utca;XXIII
1048;Homoktövis;utca;IV
1118;Homonna;utca;XI
1118;Homonna;köz;XI
1118;Homoród;utca;XI
1029;Honfoglalás;utca;II
1221;Honfoglalás;út;XXII
1028;Honvéd;utca;II
1038;Honvéd;utca;III
1054;Honvéd;utca;V
1055;Honvéd;tér;V
1055;Honvéd;utca;V
1183;Honvéd;utca;XVIII
1185;Honvéd;utca;XVIII
1205;Honvéd;utca;XX
1225;Honvéd;utca;XXII
1097;Honvédmenház;utca;IX
1185;Hópehely;utca;XVIII
1085;Horánszky;utca;VIII
1222;Hordós;utca;XXII
1237;Horgonyos;dűlő;XXIII
1213;Horgász;utca;XXI
1239;Horgász;part;XXIII
1239;Horgászpart;köz;XXIII
1213;Horgony;utca;XXI
1107;Horog;utca;X
1221;Horogszegi;határsor;XXII
1044;Hortenzia;utca;IV
1037;Hortenzia;köz;III
1039;Hortobágyi;utca;III
1106;Hortobágyi;utca;X
1027;Horvát;utca;II
1142;Horvát Boldizsár;utca;XIV
1174;Horváth Ernő;utca;XVII
1082;Horváth Mihály;tér;VIII
1151;Horváth Mihály;utca;XV
1112;Horzsakő;utca;XI
1171;Hószirom;utca;XVII
1203;Hosszú;utca;XX
1205;Hosszú;utca;XX
1181;Hosszúház;utca;XVIII
1222;Hosszúhegy;tér;XXII
1222;Hosszúhegy;utca;XXII
1112;Hosszúréti;utca;XI
1121;Hóvirág;út;XII
1213;Hóvirág;utca;XXI
1213;Hő;utca;XXI
1214;Hő;utca;XXI
1211;Hőerőmű;utca;XXI
1092;Hőgyes Endre;utca;IX
1102;Hölgy;utca;X
1121;Hörcsög;utca;XII
1087;Hős;utca;VIII
1101;Hős;utca;X
1222;Hős;utca;XXII
1158;Hősök;útja;XV
1163;Hősök;fasora;XVI
1038;Hősök;tere;III
1146;Hősök;tere;XIV
1161;Hősök;tere;XVI
1172;Hősök;tere;XVII
1238;Hősök;tere;XXIII
1239;Hősök;tere;XXIII
1237;Hrivnák Pál;utca;XXIII
1039;Huba;utca;III
1134;Huba;utca;XIII
1155;Huba;utca;XV
1183;Huba;utca;XVIII
1192;Huba;utca;XIX
1221;Huba;utca;XXII
1029;Huba vezér;utca;II
1153;Hubay Jenő;tér;XV
1185;Hubay Jenő;utca;XVIII
1225;Hugonnay Vilma;utca;XXII
1213;Hullám;utca;XXI
1134;Hun;utca;XIII
1135;Hun;utca;XIII
1015;Hunfalvy;utca;I
1192;Hungária;út;XIX
1087;Hungária;körút;VIII
1101;Hungária;körút;X
1143;Hungária;köz;XIV
1143;Hungária;körút;XIV
1146;Hungária;körút;XIV
1239;Hungária;köz;XXIII
1035;Hunor;utca;III
1037;Hunor;utca;III
1213;Hunor;utca;XXI
1121;Hunyad;köz;XII
1121;Hunyad;lejtő;XII
1039;Hunyadi;utca;III
1067;Hunyadi;tér;VI
1152;Hunyadi;utca;XV
1161;Hunyadi;utca;XVI
1174;Hunyadi;utca;XVII
1191;Hunyadi;utca;XIX
1196;Hunyadi;tér;XIX
1196;Hunyadi;utca;XIX
1225;Hunyadi;utca;XXII
1239;Hunyadi;utca;XXIII
1011;Hunyadi János;út;I
1028;Hunyadi János;utca;II
1117;Hunyadi János;út;XI
1188;Hunyadi János;utca;XVIII
1202;Hunyadi János;tér;XX
1011;Hunyadi László;lépcső;I
1181;Hunyadi László;utca;XVIII
1223;Hunyadi László;utca;XXII
1116;Hunyadi Mátyás;út;XI
1121;Hunyad Orom;lépcső;XII
1165;Hunyadvár;utca;XVI
1205;Hunyor;utca;XX
1223;Húr;utca;XXII
1091;Hurok;utca;IX
1116;Husáng;utca;XI
1074;Huszár;utca;VII
1165;Huszár;utca;XVI
1185;Huszár;utca;XVIII
1222;Huszár;utca;XXII
1147;Huszt;utca;XIV
