IRSZ;nev;utotag;ker
1145;Szabó Lőrinc;utca;XIV
1238;Szabóky Rezső;utca;XXIII
1134;Szabolcs;utca;XIII
1135;Szabolcs;utca;XIII
1134;Szabolcs;köz;XIII
1048;Szabolcsi Bence;tér;IV
1044;Szabolcska Mihály;utca;IV
1114;Szabolcska Mihály;utca;XI
1103;Szacsvay;utca;X
1103;Szacsvay;köz;X
1119;Szádelő;utca;XI
1119;Szádelő;köz;XI
1238;Szajkó;utca;XXIII
1213;Szajkó;utca;XXI
1116;Szajol;utca;XI
1164;Szakács;utca;XVI
1021;Szakadék;út;II
1239;Szakajtó;köz;XXIII
1183;Szakály;utca;XVIII
1224;Szakiskola;utca;XXII
1202;Szakolca;utca;XX
1182;Szakolcai;utca;XVIII
1164;Szakoly;utca;XVI
1037;Szakóca;utca;III
1182;Szalafő;utca;XVIII
1011;Szalag;lépcső;I
1011;Szalag;utca;I
1025;Szalamandra;út;II
1025;Szalamandra;köz;II
1124;Szalánci;utca;XII
1204;Szalárdi Mór;utca;XX
1055;Szalay;utca;V
1191;Szalay;utca;XIX
1188;Szálfa;utca;XVIII
1107;Szállás;utca;X
1107;Szállás;köz;X
1211;Szállító;utca;XXI
1239;Szalma;utca;XXIII
1161;Szalmarózsa;tér;XVI
1161;Szalmarózsa;utca;XVI
1116;Szalóki;utca;XI
1025;Szalonka;út;II
1213;Szalonka;utca;XXI
1101;Szalonka;köz;X
1025;Szalonkales;utca;II
1222;Szalontai;utca;XXII
1016;Számadó;utca;I
1118;Számadó;utca;XI
1238;Szamaránszki;dűlő;XXIII
1125;Szamóca;utca;XII
1125;Szamóca;köz;XII
1028;Szamorodni;utca;II
1028;Szamos;utca;II
1039;Szamos;utca;III
1122;Szamos;utca;XII
1182;Szamos;utca;XVIII
1202;Szamos;utca;XX
1194;Szamos;köz;XIX
1039;Szamovár;utca;III
1121;Szanatórium;utca;XII
1124;Szánkó;utca;XII
1182;Szántás;utca;XVIII
1171;Szánthó Géza;utca;XVII
1164;Szántó;utca;XVI
1151;Szántóföld;utca;XV
1238;Szapáry;utca;XXIII
1103;Száraz;utca;X
1171;Szárazhegy;út;XVII
1171;Szárazhegy;köz;XVII
1156;Száraznád;utca;XV
1213;Szárcsa;utca;XXI
1173;Szárhegy;utca;XVII
1056;Szarka;utca;V
1213;Szarka;utca;XXI
1112;Szarkaláb;utca;XI
1173;Szárny;utca;XVII
1107;Szárnyas;utca;X
1164;Szárnyaskerék;út;XVI
1013;Szarvas;tér;I
1203;Szarvas;utca;XX
1213;Szarvas;út;XXI
1125;Szarvas Gábor;út;XII
1183;Szarvas csárda;tér;XVIII
1028;Szarvashegy;utca;II
1027;Szász Károly;utca;II
1202;Szászváros;utca;XX
1142;Szatmár;utca;XIV
1194;Szatmár;utca;XIX
1204;Szatmár;utca;XX
1116;Szatmárhegy;utca;XI
1161;Szatmári;utca;XVI
1212;Szatmári;utca;XXI
1185;Szatmárnémeti;utca;XVIII
1107;Száva;utca;X
1182;Száva;utca;XVIII
1087;Százados;út;VIII
1076;Százház;utca;VII
1213;Százszorszép;köz;XXI
1213;Százszorszép;utca;XXI
1212;Szebeni;utca;XXI
1221;Szebeni;utca;XXII
1121;Széchenyi-emlék;út;XII
1028;Széchenyi;utca;II
1039;Széchenyi;utca;III
1045;Széchenyi;tér;IV
1054;Széchenyi;rakpart;V
1054;Széchenyi;utca;V
1055;Széchenyi;rakpart;V
1152;Széchenyi;tér;XV
1155;Széchenyi;út;XV
1161;Széchenyi;utca;XVI
1174;Széchenyi;utca;XVII
1191;Széchenyi;utca;XIX
1203;Széchenyi;utca;XX
1222;Széchenyi;utca;XXII
1051;Széchenyi István;tér;V
1183;Széchenyi István;utca;XVIII
1184;Széchenyi István;utca;XVIII
1212;Széchenyi István;utca;XXI
1015;Szeder;lépcső;I
1214;Szederfa;utca;XXI
1141;Szederkény;utca;XIV
1213;Szedres;utca;XXI
1222;Szeg;utca;XXII
1135;Szegedi;út;XIII
1139;Szegedi;út;XIII
1142;Szegedi;út;XIV
1029;Szegedi Róza;utca;II
1108;Szegély;utca;X
1028;Szegfű;utca;II
1063;Szegfű;utca;VI
1183;Szegfű;utca;XVIII
1194;Szegfű;utca;XIX
1201;Szegfű;utca;XX
1213;Szegfű;utca;XXI
1222;Szegfű;utca;XXII
1119;Szeghalom;utca;XI
1141;Szegvári;utca;XIV
1021;Széher;út;II
1122;Székács;utca;XII
1011;Székely;utca;I
1062;Székely Bertalan;utca;VI
1151;Székely Elek;út;XV
1183;Székely György;utca;XVIII
1061;Székely Mihály;utca;VI
1201;Székelyhíd;utca;XX
1204;Székelyhíd;utca;XX
1116;Székelykapu;utca;XI
1044;Székelyszenttamás;utca;IV
1182;Székelyudvarhely;utca;XVIII
1239;Szekér;utca;XXIII
1039;Szekerce;utca;III
1222;Szekeres;utca;XXII
1048;Székes;utca;IV
1044;Székesdűlő;utca;IV
1044;Szekfű Gyula;utca;IV
1103;Székfűvirág;utca;X
1173;Székicsér;utca;XVII
1048;Székpatak;utca;IV
1138;Szekszárdi;utca;XIII
1035;Szél;utca;III
1222;Szél;utca;XXII
1223;Szelence;utca;XXII
1037;Szélfű;utca;III
1024;Széll Kálmán;tér;II
1122;Széll Kálmán;tér;XII
1035;Szellő;utca;III
1106;Szellőrózsa;utca;X
1213;Szellős;út;XXI
1181;Szélmalom;utca;XVIII
1182;Szélmalom;utca;XVIII
1188;Szélső;utca;XVIII
1037;Széltető;köz;III
1037;Szélvész;utca;III
1097;Szemafor;köz;IX
1087;Szemafor;utca;VIII
1054;Szemere;utca;V
1201;Szemere;utca;XX
1192;Szemere;köz;XIX
1185;Szemere István;tér;XVIII
1183;Szemere Miklós;utca;XVIII
1022;Szemlőhegy;utca;II
1024;Szemlőhegy;utca;II
1025;Szemlőhegy;utca;II
1213;Szén;utca;XXI
1015;Széna;tér;I
1024;Széna;tér;II
1162;Szénás;utca;XVI
1173;Széncinke;utca;XVII
1174;Szenczi Molnár Albert;utca;XVII
1124;Szendi;utca;XII
1124;Szendi;árok;XII
1126;Szendrő;utca;XII
1126;Szendrő;köz;XII
1192;Szendrő;köz;XIX
1077;Szenes Hanna;park;VII
1141;Szenice;utca;XIV
1036;Szent XXIII János pápa;park;III
1118;Szent Adalbert;tér;XI
1097;Szent Benedek;utca;IX
1125;Szent család;park;XII
1203;Szent Erzsébet;tér;XX
1204;Szent Erzsébet;tér;XX
1225;Szent Flórián;tér;XXII
1013;Szent Gellért;lépcső;I
1013;Szent Gellért;rakpart;I
1029;Szent Gellért;utca;II
1111;Szent Gellért;tér;XI
1114;Szent Gellért;tér;XI
1114;Szent Gellért;rakpart;XI
1221;Szent Gellért;utca;XXII
1014;Szent György;tér;I
1014;Szent György;utca;I
1046;Szent Imre;utca;IV
1161;Szent Imre;utca;XVI
1162;Szent Imre;utca;XVI
1192;Szent Imre;utca;XIX
1211;Szent Imre;tér;XXI
1172;Szent Imre herceg;út;XVII
1203;Szent Imre herceg;utca;XX
1204;Szent Imre herceg;utca;XX
1029;Szent István;utca;II
1039;Szent István;utca;III
1041;Szent István;tér;IV
1042;Szent István;tér;IV
1051;Szent István;tér;V
1055;Szent István;körút;V
1137;Szent István;körút;XIII
1137;Szent István;park;XIII
1161;Szent István;utca;XVI
1174;Szent István;tér;XVII
1212;Szent István;út;XXI
1213;Szent István;út;XXI
1214;Szent István;út;XXI
1221;Szent István;tér;XXII
1223;Szent István;utca;XXII
1239;Szent István;köz;XXIII
1239;Szent István;utca;XXIII
1039;Szent János;utca;III
1029;Szent József;utca;II
1173;Szent Kereszt;tér;XVII
1155;Szent Korona;útja;XV
1161;Szent Korona;utca;XVI
1162;Szent Korona;utca;XVI
1118;Szent Kristóf;utca;XI
1204;Szent Lajos;tér;XX
1046;Szent László;tér;IV
1102;Szent László;tér;X
1105;Szent László;tér;X
1131;Szent László;út;XIII
1135;Szent László;út;XIII
1183;Szent László;utca;XVIII
1185;Szent László;utca;XVIII
1214;Szent László;utca;XXI
1213;Szent László;utca;XXI
1214;Szent László;tér;XXI
1224;Szent László;utca;XXII
1237;Szent László;utca;XXIII
1029;Szent László;utca;II
1183;Szent Lőrinc;sétány;XVIII
1126;Szent Orbán;tér;XII
1112;Szent Pió atya;tér;XI
1016;Szent Sebestyén;köz;I
1096;Szentágothai János;tér;IX
1145;Szenttamás;utca;XIV
1031;Szentendrei;út;III
1033;Szentendrei;út;III
1035;Szentendrei;út;III
1038;Szentendrei;út;III
1039;Szentendrei;út;III
1222;Szentendrei;utca;XXII
1141;Szentes;utca;XIV
1147;Szentes;utca;XIV
1142;Szentgotthárd;utca;XIV
1014;Szentháromság;tér;I
1014;Szentháromság;utca;I
1038;Szentháromság;utca;III
1225;Szentháromság;tér;XXII
1225;Szentháromság;utca;XXII
1104;Szentimrey;utca;X
1118;Szentivánéj;park;XI
1088;Szentkirályi;utca;VIII
1221;Szent korona;utca;XXII
1033;Szentlélek;tér;III
1202;Szentlőrinci;út;XX
1238;Szentlőrinci;út;XXIII
1144;Szentmihályi;út;XIV
1152;Szentmihályi;út;XV
1154;Szentmihályi;út;XV
1213;Szentmiklósi;út;XXI
1115;Szentpétery;utca;XI
1053;Szép;utca;V
1181;Szép Ernő;sétány;XVIII
1185;Szepes;utca;XVIII
1028;Szepesi;utca;II
1125;Szepesi;utca;XII
1161;Szepesi;utca;XVI
1222;Szepesi;utca;XXII
1201;Szepesség;utca;XX
1021;Széphalom;utca;II
1037;Széphegy;utca;III
1029;Szépilona;utca;II
1021;Szép Juhászné;köz;II
1021;Szép Juhászné;út;II
1121;Szépkilátás;út;XII
1038;Szép Kilátó;utca;III
1026;Széplak;utca;II
1025;Szépvölgyi;út;II
1036;Szépvölgyi;út;III
1037;Szépvölgyi;út;III
1025;Szépvölgyi;dűlő;II
1025;Szépvölgyi;köz;II
1056;Szerb;utca;V
1021;Szerb Antal;utca;II
1204;Szerdahely;utca;XX
1086;Szerdahelyi;utca;VIII
1147;Szered;utca;XIV
1116;Szerelmey Miklós;utca;XI
1097;Szerelvény;köz;IX
1117;Szerémi;út;XI
1117;Szerémi;sor;XI
1025;Szeréna;út;II
1025;Szeréna;köz;II
1152;Szerencs;utca;XV
1153;Szerencs;utca;XV
1154;Szerencs;utca;XV
1185;Szerencse;utca;XVIII
1097;Szerkocsi;utca;IX
1163;Szertár;utca;XVI
1163;Szérű;utca;XVI
1211;Szérűraktár;utca;XXI
1239;Szérűskert;utca;XXIII
1033;Szérűskert;utca;III
1046;Szérűskert;utca;IV
1181;Szervét Mihály;tér;XVIII
1148;Szervián;utca;XIV
1052;Szervita;tér;V
1086;Szeszgyár;utca;VIII
1238;Sziget;dűlő;XXIII
1225;Sziget;köz;XXII
1212;Szigetbecse;utca;XXI
1238;Szigetcsárda;utca;XXIII
1171;Szigetcsép;utca;XVII
1238;Szigetdűlő középső;útja;XXIII
1238;Szigetdűlő belső;útja;XXIII
1212;Szigethalom;utca;XXI
1041;Szigeti József;utca;IV
1188;Szigeti Kálmán;utca;XVIII
1212;Szigetújfalu;utca;XXI
1203;Szigetvár;utca;XX
1083;Szigetvári;utca;VIII
1214;Szigetvári;utca;XXI
1222;Szigetvári;utca;XXII
1192;Szigetvári;köz;XIX
1193;Szigligeti;utca;XIX
1205;Szigligeti;utca;XX
1214;Szigligeti;utca;XXI
1083;Szigony;utca;VIII
1213;Szigony;utca;XXI
1142;Szihalom;utca;XIV
1048;Szíjgyártó;utca;IV
1239;Szikes;utca;XXIII
1025;Szikla;utca;II
1221;Szikla;utca;XXII
1172;Szikra;utca;XVII
1211;Szikratávíró;utca;XXI
1142;Szikszó;utca;XIV
1142;Szikszó;park;XIV
1183;Szil;utca;XVIII
1041;Szilágyi;utca;IV
1081;Szilágyi;utca;VIII
1011;Szilágyi Dezső;tér;I
1161;Szilágyi Dezső;utca;XVI
1174;Szilágyi Dezső;utca;XVII
1237;Szilágyi Dezső;utca;XXIII
1028;Szilágyi Erzsébet;utca;II
1024;Szilágyi Erzsébet;fasor;II
1026;Szilágyi Erzsébet;fasor;II
1125;Szilágyi Erzsébet;fasor;XII
1165;Szilágyi Mihály;utca;XVI
1204;Szilágyság;utca;XX
1141;Szilágysomlyó;utca;XIV
1202;Szilágysomlyó;utca;XX
1162;Szilaj;utca;XVI
1222;Szilánk;utca;XXII
1174;Szilárd;utca;XVII
1156;Szilas;park;XV
1213;Szilas;út;XXI
1172;Szilasliget;utca;XVII
1162;Szilaspatak;utca;XVI
1044;Szilaspatak;sor;IV
1121;Szilassy;út;XII
1025;Szilfa;utca;II
1213;Szilfás;utca;XXI
1039;Szilke;utca;III
1037;Szilva;utca;III
1214;Szilvafa;utca;XXI
1224;Szilvafa;utca;XXII
1164;Szilváni;utca;XVI
1039;Szindbád;utca;III
1171;Színes;utca;XVII
1211;Színesfém;utca;XXI
1014;Színház;utca;I
1163;Színjátszó;utca;XVI
1076;Szinva;utca;VII
1063;Szinyei Merse;utca;VI
1185;Szinyei Merse;utca;XVIII
1021;Szipka;utca;II
1239;Szirmos;utca;XXIII
1016;Szirom;utca;I
1029;Szirom;utca;II
1029;Szirt;utca;II
1016;Szirtes;út;I
1118;Szirtes;út;XI
1101;Szita;köz;X
1146;Szitakötő;utca;XIV
1238;Szitás;utca;XXIII
1239;Szitás;utca;XXIII
1239;Szitás;köz;XXIII
1183;Szitnya;utca;XVIII
1185;Szitnya;utca;XVIII
1118;Szittya;utca;XI
1063;Szív;utca;VI
1204;Szivacs;utca;XX
1025;Szivarfa;utca;II
1201;Szivattyú;utca;XX
1029;Szívvirág;utca;II
1151;Szlacsányi Ferenc;utca;XV
1164;Szlanka;utca;XVI
1144;Szlatina;utca;XIV
1224;Szlatina;utca;XXII
1103;Szlávy;utca;X
1104;Szlávy;utca;X
1162;Szlovák;út;XVI
1067;Szobi;utca;VI
1138;Szobor;utca;XIII
1126;Szoboszlai;utca;XII
1143;Szobránc;utca;XIV
1143;Szobránc;köz;XIV
1045;Szófia;utca;IV
1068;Szófia;utca;VI
1163;Szolnoki;út;XVI
1126;Szolyva;utca;XII
1204;Szolyva;utca;XX
1119;Szombathelyi;tér;XI
1141;Szomolány;utca;XIV
1141;Szomolány;köz;XIV
1034;Szomolnok;utca;III
1052;Szomory Dezső;tér;V
1038;Szomorúfűz;utca;III
1131;Szomszéd;utca;XIII
1192;Szondi;tér;XIX
1044;Szondi;utca;IV
1063;Szondi;utca;VI
1064;Szondi;utca;VI
1067;Szondi;utca;VI
1068;Szondi;utca;VI
1174;Szondi;utca;XVII
1201;Szondi;utca;XX
1204;Szondi;utca;XX
1222;Szondi;utca;XXII
1115;Szováta;utca;XI
1151;Szőcs Bertalan;utca;XV
1171;Szöcske;utca;XVII
1202;Sződemeter;utca;XX
1151;Sződliget;utca;XV
1162;Szög;utca;XVI
1213;Szökőár;utca;XXI
1032;Szőlő;utca;III
1034;Szőlő;utca;III
1221;Szőlő;utca;XXII
1032;Szőlő;köz;III
1239;Szőlődomb;utca;XXIII
1239;Szőlőfürt;köz;XXIII
1104;Szőlőhegy;utca;X
1033;Szőlőkert;utca;III
1112;Szőlőlugas;utca;XI
1223;Szőlőműves;utca;XXII
1213;Szőlős;utca;XXI
1237;Szőlősor;utca;XXIII
1108;Szőlőtelep;utca;X
1171;Szőlőtőke;utca;XVII
1037;Szőlővész;utca;III
1171;Szőlővessző;utca;XVII
1108;Szőlővirág;utca;X
1011;Szőnyeg;utca;I
1142;Szőnyi;út;XIV
1192;Szőnyi;köz;XIX
1046;Szőnyi István;köz;IV
1046;Szőnyi István;utca;IV
1087;Szörény;utca;VIII
1188;Szövet;utca;XVIII
1074;Szövetség;utca;VII
1193;Szövetség;utca;XIX
1213;Szövő;utca;XXI
1151;Szövőgyár;utca;XV
1108;Szövőszék;utca;X
1022;Szpáhi;utca;II
1158;Sztárai Mihály;tér;XV
1121;Sztehlo Gábor;utca;XII
1116;Sztregova;utca;XI
1141;Szugló;utca;XIV
1145;Szugló;utca;XIV
1141;Szuglói körvasút;sor;XIV
1142;Szuglói körvasút;sor;XIV
1144;Szuglói körvasút;sor;XIV
1147;Szuglói körvasút;sor;XIV
1121;Szúnyogh;út;XII
1213;Szúnyog;utca;XXI
1118;Szurdok;utca;XI
1165;Szurmay Sándor;fasor;XVI
1183;Szurmay tábornok;utca;XVIII
1185;Szurmay tábornok;utca;XVIII
1164;Szűcs;utca;XVI
1158;Szűcs István;utca;XV
1182;Szűr;utca;XVIII
1118;Szüret;utca;XI
1223;Szürkebarát;utca;XXII
1173;Szürkebegy;utca;XVII
1086;Szűz;utca;VIII
1173;Tabán;utca;XVII
1221;Tábla;utca;XXII
1097;Táblás;utca;IX
1097;Táblás;köz;IX
1164;Tabódy Ida;tér;XVI
1012;Tábor;utca;I
1046;Tábor;utca;IV
1223;Tábor;utca;XXII
1037;Táborhegyi;lépcső;III
1037;Táborhegyi;út;III
1149;Táborhely;utca;XIV
1143;Tábornok;utca;XIV
1097;Tagló;utca;IX
1131;Tahi;utca;XIII
1135;Tahi;utca;XIII
1139;Tahi;utca;XIII
1142;Tahi;utca;XIV
1112;Tájék;utca;XI
1164;Takács;utca;XVI
1239;Tájkép;utca;XXIII
1113;Takács Menyhért;utca;XI
1174;Takács Sándor;utca;XVII
1108;Takarék;utca;X
1119;Takaros;utca;XI
1134;Taksony;utca;XIII
1192;Taksony;utca;XIX
1155;Taksony;sor;XV
1112;Talaj;utca;XI
1112;Talaj;köz;XI
1191;Tálas;utca;XIX
1192;Tálas;utca;XIX
1031;Taliga;utca;III
1239;Taling;utca;XXIII
1145;Tallér;utca;XIV
1116;Talpas;utca;XI
1171;Tálpatak;utca;XVII
1163;Talpfa;utca;XVI
1163;Talpfa;köz;XVI
1029;Táltos;utca;II
1123;Táltos;utca;XII
1121;Tállya;utca;XII
1029;Tamara;utca;II
1038;Tamás;utca;III
1124;Tamás;köz;XII
1124;Tamási Áron;utca;XII
1116;Tambura;utca;XI
1222;Támfal;utca;XXII
1171;Tanár;utca;XVII
1112;Táncos;utca;XI
1165;Táncsics;utca;XVI
1223;Táncsics;utca;XXII
1014;Táncsics Mihály;utca;I
1028;Táncsics Mihály;utca;II
1038;Táncsics Mihály;utca;III
1174;Táncsics Mihály;út;XVII
1188;Táncsics Mihály;utca;XVIII
1193;Táncsics Mihály;utca;XIX
1211;Táncsics Mihály;utca;XXI
1212;Táncsics Mihály;utca;XXI
1215;Táncsics Mihály;utca;XXI
1238;Táncsics Mihály;utca;XXIII
1239;Táncsics Mihály;utca;XXIII
1238;Tangazdasághoz vezető;út;XXIII
1221;Tanító;utca;XXII
1211;Tanműhely;köz;XXI
1043;Tanoda;tér;IV
1033;Tanuló;utca;III
1142;Tanya;utca;XIV
1173;Tápió;tér;XVII
1173;Tápió;utca;XVII
1171;Tápióbicske;utca;XVII
1173;Tápióbicske;utca;XVII
1173;Tápiógyörgye;utca;XVII
1173;Tápiósüly;utca;XVII
1173;Tápiószecső;utca;XVII
1173;Tápiószele;utca;XVII
1213;Tapló;utca;XXI
1147;Tapló;köz;XIV
1116;Tapolca;utca;XI
1022;Tapolcsányi;utca;II
1185;Tapolcsányi;utca;XVIII
1135;Tar;utca;XIII
1172;Tarack;utca;XVII
1027;Tarasz Sevcsenko;tér;II
1113;Tarcali;utca;XI
1172;Tarcsai;köz;XVII
1172;Tarcsai;út;XVII
1238;Tárcsás;utca;XXIII
1113;Tardoskedd;utca;XI
1213;Tárház;utca;XXI
1214;Tárház;utca;XXI
1037;Tarhos;utca;III
1183;Tarján;utca;XVIII
1192;Tarka;köz;XIX
1224;Tarkagéb;utca;XXII
1106;Tarkarét;utca;X
1028;Tárkony;utca;II
1182;Tarkő;utca;XVIII
1103;Tarló;utca;X
1106;Tárna;utca;X
1014;Tárnok;utca;I
1028;Tárnok;utca;II
1223;Táró;utca;XXII
1021;Tárogató;út;II
1021;Tárogató;lejtő;II
1151;Tarpai;tér;XV
1151;Tarpai;utca;XV
1125;Tarpatak;utca;XII
1213;Tarpataki;utca;XXI
1118;Társ;utca;XI
1225;Társasház;utca;XXII
1141;Tarsoly;utca;XIV
1164;Tarsolylemez;utca;XVI
1237;Tartsay;utca;XXIII
1126;Tartsay Vilmos;utca;XII
1183;Tartsay Vilmos;utca;XVIII
1195;Tartsay Vilmos;utca;XIX
1112;Táska;utca;XI
1183;Tas;utca;XVIII
1192;Tas;utca;XIX
1211;Tas;utca;XXI
1029;Tas vezér;utca;II
1113;Tas vezér;utca;XI
1114;Tas vezér;utca;XI
1131;Tatai;utca;XIII
1135;Tatai;utca;XIII
1142;Tatai;utca;XIV
1221;Tatár;forduló;XXII
1221;Tatárka;utca;XXII
1121;Tatárvirág;utca;XII
1155;Tátika;utca;XV
1165;Tatjána;utca;XVI
1029;Tátra;utca;II
1046;Tátra;utca;IV
1136;Tátra;utca;XIII
1185;Tátra;utca;XVIII
1205;Tátra;utca;XX
1213;Tátra;utca;XXI
1224;Tátra;utca;XXII
1204;Tátra;tér;XX
1185;Tátrafüred;tér;XVIII
1164;Tátraszirt;sor;XVI
1108;Tavas;utca;X
1033;Tavasz;utca;III
1042;Tavasz;utca;IV
1043;Tavasz;utca;IV
1045;Tavasz;utca;IV
1084;Tavaszmező;utca;VIII
1121;Távcső;utca;XII
1098;Távíró;utca;IX
1098;Távíró;köz;IX
1161;Tavirózsa;tér;XVI
1161;Tavirózsa;utca;XVI
1087;Tbiliszi;tér;VIII
1121;Tearózsa;utca;XII
1214;Technikus;utca;XXI
1039;Tegez;utca;III
1203;Téglaégető;utca;XX
1183;Téglagyár;utca;XVIII
1203;Téglagyár;tér;XX
1203;Téglagyár;köz;XX
1203;Téglagyártó;út;XX
1104;Téglavető;utca;X
1105;Téglavető;utca;X
1106;Téglavető;utca;X
1105;Téglavető;köz;X
1221;Tegzes;köz;XXII
1221;Tegzes;utca;XXII
1107;Teherkocsi;utca;X
1214;Tejút;utca;XXI
1211;Tekercselő;utca;XXI
1173;Tekerőpatak;utca;XVII
1163;Tekla;utca;XVI
1238;Teknő;utca;XXIII
1036;Tél;utca;III
1043;Tél;utca;IV
1045;Tél;utca;IV
1225;Tél;utca;XXII
1238;Telefondűlő;út;XXIII
1152;Telek;utca;XV
1112;Telekes;utca;XI
1183;Teleki;utca;XVIII
1184;Teleki;utca;XVIII
1191;Teleki;utca;XIX
1142;Teleki Blanka;utca;XIV
1086;Teleki László;tér;VIII
1148;Teleki Pál;köz;XIV
1212;Telep;utca;XXI
1147;Telepes;utca;XIV
1096;Telepy;utca;IX
1121;Teleszkóp;utca;XII
1046;Telkes;utca;IV
1211;Teller Ede;út;XXI
1038;Temes;utca;III
1122;Temes;utca;XII
1116;Temesvár;utca;XI
1185;Temesvár;utca;XVIII
1194;Temesvár;utca;XIX
1202;Temesvár;utca;XX
1204;Temesvár;utca;XX
1194;Temesvár;köz;XIX
1039;Temesvári;utca;III
1043;Temesvári;utca;IV
1162;Temesvári;utca;XVI
1212;Temesvári;utca;XXI
1215;Temesvári;utca;XXI
1221;Temesvári;út;XXII
1171;Temető;utca;XVII
1028;Temető;utca;II
1162;Temető;utca;XVI
1222;Temető;utca;XXII
1194;Temető;köz;XIX
1237;Temető;sor;XXIII
1211;Temetődűlő;út;XXI
1225;Temetőkert;utca;XXII
1028;Templom;utca;II
1038;Templom;utca;III
1041;Templom;utca;IV
1158;Templom;tér;XV
1161;Templom;tér;XVI
1161;Templom;utca;XVI
1188;Templom;utca;XVIII
1191;Templom;tér;XIX
1196;Templom;tér;XIX
1211;Templom;utca;XXI
1225;Templom;utca;XXII
1238;Templom;utca;XXIII
1239;Templom;utca;XXIII
1028;Templom;köz;II
1029;Templom;kert;II
1239;Tengelice;utca;XXIII
1221;Tengeri;utca;XXII
1142;Tengerszem;utca;XIV
1142;Tengerszem;köz;XIV
1048;Tenkefürdő;utca;IV
1225;Tenkes;utca;XXII
1106;Terebesi;utca;X
1211;Terelő;utca;XXI
1203;Teremszeg;utca;XX
1172;Terény;utca;XVII
1172;Teréz;utca;XVII
1062;Teréz;körút;VI
1066;Teréz;körút;VI
1067;Teréz;körút;VI
1203;Tergenye;utca;XX
1149;Termál;utca;XIV
1182;Termény;utca;XVIII
1224;Termő;utca;XXII
1121;Tersánszky Józsi Jenő;köz;XII
1181;Tersánszky Józsi Jenő;sétány;XVIII
1223;Terv;utca;XXII
1164;Tervező;utca;XVI
1174;Tessedik;tér;XVII
1028;Testvér;köz;II
1037;Testvérhegyi;út;III
1037;Testvérhegyi;köz;III
1037;Testvérhegyi;lejtő;III
1155;Testvériség;tér;XV
1165;Testvériség;utca;XVI
1032;Teszársz Károly;utca;III
1115;Tétényi;út;XI
1116;Tétényi;út;XI
1119;Tétényi;út;XI
1115;Tétényi;köz;XI
1139;Teve;utca;XIII
1036;Textilgyár;utca;III
1115;Thallóczy Lajos;utca;XI
1047;Thaly Kálmán;utca;IV
1096;Thaly Kálmán;utca;IX
1165;Thaly Kálmán;utca;XVI
1119;Than Károly;utca;XI
1095;Thék Endre;utca;IX
1124;Thomán István;utca;XII
1163;Thorma János;utca;XVI
1174;Thorotzkay Péter;utca;XVII
1076;Thököly;út;VII
1146;Thököly;út;XIV
1158;Thököly;út;XV
1161;Thököly;utca;XVI
1163;Thököly;út;XVI
1183;Thököly;út;XVIII
1184;Thököly;út;XVIII
1192;Thököly;utca;XIX
1205;Thököly;utca;XX
1224;Thököly;utca;XXII
1133;Thurzó;utca;XIII
1113;Tibavár;utca;XI
1016;Tibor;utca;I
1181;Tiborc;utca;XVIII
1212;Tiborc;utca;XXI
1016;Tigris;utca;I
1213;Tigris;utca;XXI
1188;Tigriskő;utca;XVIII
1141;Tihamér;utca;XIV
1141;Tihany;tér;XIV
1144;Tihany;utca;XIV
1213;Tihanyi;utca;XXI
1138;Tilinkó;köz;XIII
1034;Tímár;utca;III
1036;Tímár;utca;III
1044;Tímár;utca;IV
1188;Tímea;tér;XVIII
1225;Timföld;utca;XXII
1097;Timót;utca;IX
1162;Timur;utca;XVI
1095;Tinódi Lantos Sebestyén;köz;IX
1095;Tinódi;utca;IX
1047;Tinódi;utca;IV
1184;Tinódi;utca;XVIII
1201;Tinódi;utca;XX
1214;Tinódi;utca;XXI
1112;Tinóru;utca;XI
1144;Tipegő;utca;XIV
1112;Tippan;utca;XI
1029;Tisza;utca;II
1133;Tisza;utca;XIII
1224;Tisza;utca;XXII
1238;Tisza;utca;XXIII
1238;Tisza;köz;XXIII
1174;Tisza István;utca;XVII
1145;Tisza István;tér;XIV
1025;Tiszafa;utca;II
1171;Tiszafüred;utca;XVII
1163;Tiszakömlő;utca;XVI
1171;Tiszanána;utca;XVII
1171;Tiszaörs;utca;XVII
1188;Tiszavirág;utca;XVIII
1087;Tisztes;utca;VIII
1028;Titán;utca;II
1145;Titel;utca;XIV
1074;Tivadar;utca;VII
1024;Tizedes;utca;II
1045;Tó;utca;IV
1116;Tó;utca;XI
1172;Tóalmás;utca;XVII
1112;Tóberek;utca;XI
1138;Toborzó;utca;XIII
1138;Toborzó;köz;XIII
1138;Toborzó;udvar;XIII
1037;Toboz;utca;III
1213;Toboz;utca;XXI
1048;Tófalva;utca;IV
1031;Tóga;utca;III
1221;Tokaji;utca;XXII
1164;Tóköz;utca;XVI
1222;Tolcsvai;utca;XXII
1039;Toldalagi Pál;utca;III
1037;Toldás;köz;III
1039;Toldi;utca;III
1029;Toldi Miklós;utca;II
1171;Toldi Miklós;utca;XVII
1183;Toldi Miklós;utca;XVIII
1222;Toldi Miklós;utca;XXII
1015;Toldy;lépcső;I
1191;Toldy;utca;XIX
1152;Toldi;sor;XV
1015;Toldy Ferenc;utca;I
1205;Toldy Ferenc;utca;XX
1214;Toldy Ferenc;utca;XXI
1084;Tolnai Lajos;utca;VIII
